AUTHOR,BORN_DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,STYLE,SCHOOL,TIMEFRAME
"SULLY, Thomas","(b. 1783, Horncastle, d. 1872, Philadelphia)",Queen Victoria,1838,"Oil on canvas, 143 x 113 cm","Wallace Collection, London",http://www.wga.hu/html/s/sully/victoria.html,painting,portrait,American,1801-1850
"SUSINI, Antonio","(b. before 1580, Firenze, d. 1624, Firenze)",Equestrian Statuette of Ferdinando I de' Medici,c. 1600,"Bronze with remains of red-gold paint, height 64 cm","Liechtenstein Museum, Vienna",http://www.wga.hu/html/s/susini/antonio/ferdinan.html,sculpture,portrait,Italian,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Cosimo III de' Medici,1665,"Oil on canvas, 72 x 58 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/s/susterma/cosino3.html,painting,portrait,Flemish,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Portrait of Ferdinando II de' Medici Dressed in Oriental Costume,c. 1640,"Oil on canvas, 64 x 50 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/s/susterma/ferdinax.html,painting,portrait,Flemish,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Portrait of Ferdinando II de' Medici,1626,"Oil on canvas, 43 x 33 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/s/susterma/ferdina.html,painting,portrait,Flemish,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Portrait of Ferdinando II de' Medici,1627,"Oil on canvas, 201 x 117 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/s/susterma/ferdinan.html,painting,portrait,Flemish,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Portrait of Galileo Galilei,1636,"Oil on canvas, 66 x 56 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/s/susterma/galilei.html,painting,portrait,Flemish,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Portrait of Margherita de' Medici,c. 1628,"Oil on canvas, 187 x 115 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/s/susterma/margheri.html,painting,portrait,Flemish,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Portrait of Mattias de' Medici,c. 1660,"Oil on canvas, 75 x 60 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/s/susterma/mattias.html,painting,portrait,Flemish,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Portrait of Prince Valdemar Christian of Denmark,-,"Oil on canvas, 73 x 58 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/s/susterma/valdemar.html,painting,portrait,Flemish,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Portrait of Vincenzo II Gonzaga,before 1627,Oil on canvas,"Palazzo Ducale, Mantua",http://www.wga.hu/html/s/susterma/gonzaga.html,painting,portrait,Flemish,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Portrait of Vittoria della Rovere and Cosimo III as a Child,1645-46,"Oil on canvas, 202 x 122 cm","Museo Nazionale di Palazzo Mansi, Lucca",http://www.wga.hu/html/s/susterma/vittori2.html,painting,portrait,Flemish,1601-1650
"SUSTERMANS, Justus","(b. 1597, Antwerpen, d. 1681, Firenze)",Portrait of Vittoria della Rovere,1628-30,"Oil on canvas, 114 x 92 cm","Museo di Palazzo Martelli, Florence",http://www.wga.hu/html/s/susterma/vittori1.html,painting,portrait,Flemish,1601-1650
"SUSTRIS, Lambert","(b. ca. 1515, Amsterdam, d. after 1560, Venezia)",Roman Noblewoman,1542-45,Fresco,"Villa dei Vescovi, Luvigliano di Torreglia",http://www.wga.hu/html/s/sustris/lambert/1vescov2.html,painting,portrait,Dutch,1551-1600
"SWANENBURG, Isaac Claesz. van","(b. 1537, Leiden, d. 1614, Leiden)",Self-Portrait,1568,"Oil on panel, 94 x 72 cm","Stedelijk Museum De Lakenhal, Leiden",http://www.wga.hu/html/s/swanenbu/isaac/selfport.html,painting,portrait,Dutch,1551-1600
"SWANENBURG, Willem Isaacsz. van","(b. 1580, Leiden, d. 1612, Leiden)",Portrait of Jacobus Arminius,c. 1609,"Engraving, 159 x 107 mm","British Museum, London",http://www.wga.hu/html/s/swanenbu/willem/arminius.html,graphics,portrait,Dutch,1601-1650
"SWEERTS, Michiel","(b. 1618, Bruxelles, d. 1664, Goa)",A Young Maidservant,c. 1660,"Oil on canvas, 61 x 54 cm",The Kremer Collection,http://www.wga.hu/html/s/sweerts/maidserv.html,painting,portrait,Flemish,1651-1700
"SWEERTS, Michiel","(b. 1618, Bruxelles, d. 1664, Goa)",Boy with a Turban,1660-61,"Oil on canvas, 76 x 62 cm","Museo Thyssen-Bornemisza, Madrid",http://www.wga.hu/html/s/sweerts/turban.html,painting,portrait,Flemish,1651-1700
"SWEERTS, Michiel","(b. 1618, Bruxelles, d. 1664, Goa)",Portrait of a Boy,c. 1658,"Oil on panel transferred to canvas, 29 x 22 cm",Private collection,http://www.wga.hu/html/s/sweerts/portrait.html,painting,portrait,Flemish,1651-1700
"SWEERTS, Michiel","(b. 1618, Bruxelles, d. 1664, Goa)",Portrait of a Young Man,1656,"Oil on canvas, 114 x 92 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/s/sweerts/youngman.html,painting,portrait,Flemish,1651-1700
"SWEERTS, Michiel","(b. 1618, Bruxelles, d. 1664, Goa)",Self-Portrait,c. 1656,"Oil on canvas, 95 x 73 cm","Allen Memorial Art Museum, Oberlin, Ohio",http://www.wga.hu/html/s/sweerts/selfport.html,painting,portrait,Flemish,1651-1700
"SZÉKELY, Bertalan","(b. 1835, Kolozsvár, d. 1910, Budapest)",Japanese Woman,1903,"Oil on canvas, 168 x 120 cm",Private collection,http://www.wga.hu/html/s/szekely/8japanes.html,painting,portrait,Hungarian,1851-1900
"SZÉKELY, Bertalan","(b. 1835, Kolozsvár, d. 1910, Budapest)",Self-Portrait,1860,"Oil on canvas, 60 x 48 cm","Magyar Nemzeti Galéria, Budapest",http://www.wga.hu/html/s/szekely/1selfpor.html,painting,portrait,Hungarian,1851-1900
"SZINYEI MERSE, Pál","(b. 1845, Szinyeújfalu, d. 1920, Jernye)",Lady in Violet,1874,"Oil on canvas, 103 x 77 cm","Magyar Nemzeti Galéria, Budapest",http://www.wga.hu/html/s/szinyei/08szinye.html,painting,portrait,Hungarian,1851-1900
"SZINYEI MERSE, Pál","(b. 1845, Szinyeújfalu, d. 1920, Jernye)",Mother and Child,1868-69,"Oil on canvas, 137 x 94 cm",Private collection,http://www.wga.hu/html/s/szinyei/05szinye.html,painting,portrait,Hungarian,1851-1900
"SZINYEI MERSE, Pál","(b. 1845, Szinyeújfalu, d. 1920, Jernye)",Portrait of the Artist's Wife,1880,"Oil on canvas, 63 x 47 cm","Magyar Nemzeti Galéria, Budapest",http://www.wga.hu/html/s/szinyei/10szinye.html,painting,portrait,Hungarian,1851-1900
"TACCA, Pietro","(b. 1577, Carrara, d. 1640, Firenze)",Equestrian Monument ot Ferdinando I de' Medici,1608,Bronze,"Piazza Santissima Annunziata, Florence",http://www.wga.hu/html/t/tacca/ferdina2.html,sculpture,portrait,Italian,1601-1650
"TACCA, Pietro","(b. 1577, Carrara, d. 1640, Firenze)",Equestrian Monument to Ferdinando I de' Medici,1608,Bronze,"Piazza Santissima Annunziata, Florence",http://www.wga.hu/html/t/tacca/ferdina1.html,sculpture,portrait,Italian,1601-1650
"TACCA, Pietro","(b. 1577, Carrara, d. 1640, Firenze)",Equestrian Monument to Philip IV,1634-40,Bronze,"Plaza de Oriente, Madrid",http://www.wga.hu/html/t/tacca/philip4.html,sculpture,portrait,Italian,1601-1650
"TALPA, Bartolo",(active c. 1495 in Mantua),Federigo I Gonzaga,c. 1495,"Bronze, diameter 9 cm","Münzkabinett, Staatliche Museen, Berlin",http://www.wga.hu/html/t/talpa/gonzaga2.html,sculpture,portrait,Italian,1401-1450
"TALPA, Bartolo",(active c. 1495 in Mantua),Francesco II Gonzaga,c. 1495,"Cast copper alloy, diameter 8 cm","Münzkabinett, Staatliche Museen, Berlin",http://www.wga.hu/html/t/talpa/gonzaga1.html,sculpture,portrait,Italian,1401-1450
"TAMAGNI, Vincenzo","(b. 1492, San Gimignano, d. 1530, San Gimignano)",Portrait of a Lady in a Crimson Dress,-,"Oil on panel, 94 x 71 cm",Private collection,http://www.wga.hu/html/t/tamagni/portrait.html,painting,portrait,Italian,1501-1550
"TARDIEU, Nicolas-Henry","(b. 1674, Paris, d. 1749, Paris)",Watteau and his Friend Monsieur de Jullienne,1731,Engraving,"Biblioth?que Nationale, Paris",http://www.wga.hu/html/t/tardieu/watteau.html,graphics,portrait,French,1701-1750
"TASSAERT, Jean-Pierre-Antoine","(b. 1727, Antwerpen, d. 1788, Berlin)",Self-Portrait,c. 1780,"Marble, height 56,5 cm","Staatliche Kunstsammlungen, Dresden",http://www.wga.hu/html/t/tassaert/jean/selfport.html,sculpture,portrait,Flemish,1751-1800
"TASSEL, Jean","(b. 1608, Langres, d. 1667, Langres)",Portrait of a Young Man,1632,"Oil on canvas, 56 x 44 cm","Musée Calvet, Avignon",http://www.wga.hu/html/t/tassel/port_man.html,painting,portrait,French,1601-1650
"TASSEL, Jean","(b. 1608, Langres, d. 1667, Langres)",Portrait of Catherine de Montholon,-,"Oil on canvas, 54 x 40 cm","Musée des Beaux-Arts, Dijon",http://www.wga.hu/html/t/tassel/montholo.html,painting,portrait,French,1601-1650
"TEERLINC, Levina","(b. ca. 1515, Brügge, d. 1576, London)","Portrait Miniature Katherine Grey, Countess of Hertford",1555-60,Miniature,"Victoria and Albert Museum, London",http://www.wga.hu/html/t/teerlinc/miniatu3.html,painting,portrait,Flemish,1551-1600
"TEERLINC, Levina","(b. ca. 1515, Brügge, d. 1576, London)",Elizabeth I as Princess,c. 1550,Miniature,"Yale Center for British Art, New Haven",http://www.wga.hu/html/t/teerlinc/miniatu4.html,painting,portrait,Flemish,1551-1600
"TEERLINC, Levina","(b. ca. 1515, Brügge, d. 1576, London)",Portrait Miniature of Elizabeth I,ca. 1565,Miniature,"Royal Collection, Windsor",http://www.wga.hu/html/t/teerlinc/miniatu2.html,painting,portrait,Flemish,1551-1600
"TEERLINC, Levina","(b. ca. 1515, Brügge, d. 1576, London)",Portrait Miniature of Princess Elizabeth Tudor,1550-51,Miniature,"Royal Collection, Windsor",http://www.wga.hu/html/t/teerlinc/miniatu1.html,painting,portrait,Flemish,1551-1600
"TEMPEL, Abraham van den","(b. 1622, Leeuwarden, d. 1672, Amsterdam)",Family Portrait,1665-70,"Oil on canvas, 132 x 181 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/t/tempel/port_fam.html,painting,portrait,Dutch,1651-1700
"TEMPEL, Abraham van den","(b. 1622, Leeuwarden, d. 1672, Amsterdam)",Portrait of a Lady,1660-63,Oil on canvas,"National Gallery of Ireland, Dublin",http://www.wga.hu/html/t/tempel/port_lad.html,painting,portrait,Dutch,1651-1700
"TEMPEL, Abraham van den","(b. 1622, Leeuwarden, d. 1672, Amsterdam)",Portrait of Jacquemijna Le Pla,1666,"Oil on canvas, 115 x 92 cm",Private collection,http://www.wga.hu/html/t/tempel/port_pla.html,painting,portrait,Dutch,1651-1700
"TENIERS, David the Younger","(b. 1610, Antwerpen, d. 1690, Bruxelles)",The Painter and His Family,1645-46,"Oil on oak, 38 x 58 cm","Staatliche Museen, Berlin",http://www.wga.hu/html/t/teniers/jan2/1/painter.html,painting,portrait,Flemish,1651-1700
"TERBORCH, Gerard","(b. 1617, Zwolle, d. 1681, Deventer)","Margaretha van Haexbergen, Wife of Jan van Duren",c. 1666,"Oil on canvas, 81 x 65 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/t/terborch/2/duren2.html,painting,portrait,Dutch,1651-1700
"TERBORCH, Gerard","(b. 1617, Zwolle, d. 1681, Deventer)",Burgomaster Jan van Duren,c. 1666,"Oil on canvas, 82 x 66 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/t/terborch/2/duren1.html,painting,portrait,Dutch,1651-1700
"TERBORCH, Gerard","(b. 1617, Zwolle, d. 1681, Deventer)",Helena van der Schalcke as a Child,c. 1644,"Oil on panel, 34 x 29 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/t/terborch/1/schalcke.html,painting,portrait,Dutch,1651-1700
"TERBORCH, Gerard","(b. 1617, Zwolle, d. 1681, Deventer)",Memorial Portrait of Moses ter Borch,1667-69,"Oil on canvas, 76 x 57 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/t/terborch/2/memorial.html,painting,portrait,Dutch,1651-1700
"TERBORCH, Gerard","(b. 1617, Zwolle, d. 1681, Deventer)",Portrait of a Man Reading,c. 1675,"Oil on canvas, 48 x 40 cm","Museo Thyssen-Bornemisza, Madrid",http://www.wga.hu/html/t/terborch/3/readin_m.html,painting,portrait,Dutch,1651-1700
